39 LaPlacita Way,Oct 22,5247053325,Coming soon Newly Remodeled 4-5/2 house,1295,2,950,39 LaPlacita Way
2780 Pillsbury Road,Oct 22,5280979528,Cozy 2Bedroom one bath,1050,4,1800,2780 Pillsbury Road
1051 E. Lassen Ave,Oct 22,5280946484,4 bd 3 bath House for rent,1590,2,900,1051 E. Lassen Ave
476 E. Lassen AVe,Oct 22,5280908141,Studio apt,460,3,1400,476 E. Lassen AVe
 ,Oct 22,5267769567,Design-Driven Luxury Apartments,1150,3,1400,Chico
"100 Penzance Avenue, Chico Ca",Oct 22,5267770814,Design-Driven Luxury Apartments,1150,2,900,"100 Penzance Avenue, Chico Ca"
300 ft from chico state,Oct 22,5280874746,"Upstairs 2 Bedroom, 1 Bath with Laminate Flooring!",890,1, ,300 ft from chico state
 ,Oct 22,5260826738,3bd/2ba Great Downtown Paradise Location - Available December 1st,1200,1,605,Chico Ca
1253 W. 5th St,Oct 22,5280853600,3 bed 2ba pet friendly,1350,1, ,1253 W. 5th St
 ,Oct 22,5280866011,"Beautiful, Upgraded 2 Bedroom 1 Bath in North Chico",875,2, ,DURHAM
725 Nord,Oct 22,5280871329,1 Bedroom Cottage with Washer and Dryer!!,795,1, ,725 Nord
 ,Oct 22,5280868851,1 Bedroom 1 Bath Apartment Home! Ask about our amenities!!,725,2,660,"Chico, CA"
 ,Oct 22,5280861813,Apartment For Rent- No Deposit!,940,3,1797,North Chico
 ,Oct 22,5280859127,2 Bedroom Apartment across the street from CSU Chico for RENT in JAN!,1200,3, ,San Carlos
 ,Oct 22,5255337404,Eaton Village Lease Takeover- 1 Br/ 1 Bath,940,2,1200,Winton
"14861 Colter Way, Magalia, CA",Oct 22,5254458171,Two bedroom Two bathroom apt,935,1,600,"14861 Colter Way, Magalia, CA"
 ,Oct 22,5280823765,charming 3bd SUPER 3 BEDRROM FOR RWNT,600,2, ,"Chico, CA"
 ,Oct 22,5280813019,3 bed/ 2 bath for 2016! Gated Community! Pool! Spa! Gym! Tour toda,1420,2, ,PARADISE
 ,Oct 22,5274935360,2 BR 2BATH Durham home,975,3,1462,chico
 ,Oct 22,5280821708,Be in Charge! Roommate Free Living,835,3,1490,chico
1253 W. 5th St,Oct 22,5280799229,College Life Made Easier! Apartment Close to Campus!,575,3,1447,1253 W. 5th St
 ,Oct 22,5280766785,Nice 2 bedroom for rent,950,3,1536,North Chico
 ,Oct 22,5261593466,Nice and new upgrade,1164,2,990,California Park
,Oct 22,5269784279,Remodeled house,1123,2,990,
,Oct 22,5244435767,Great Setting Next to Stream!,1100,2, ,
,Oct 22,5280692549,"WE DO SHORT TERM LEASES, Furnished units on SPECIAL next to CSUC",495,2,850,
,Oct 22,5280698429,MOVE IN READY FOR THE HOLIDAYS,1400,1, ,
,Oct 22,5280681340,BEAUTIFUL 2 BED/ 2 BATH APT @ Lakeview Apts!,950,1, ,
,Oct 22,5280675238,BEAUTIFUL LAKESIDE 2 BED/ 2 BATH APT @ Lakeview Apts!,975,,,
,Oct 22,5280628872,2 bed/ 2 bath for 2016! Gated Community! Pool! Spa! Gym! Tour today!,1000,,,
,Oct 22,5280661922,PET FRIENDLY! 2B/1B - 1 car garage & private fenced yard,1050,,,
,Oct 22,5280638478,Mature Roommate wanted for two bed one bath apt.,375,,,
,Oct 22,5280607029,8850 Skyway,550,,,
